mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
1,0,1,0,0,0,2.598,-0.252,0.66,-3.983,0,0,0,0,0,0,0,1,0,0,0.586697,0.66032,0.569764,0.576275,0.613551,0.28996,0.422503,0.89963,1.933245,1.711427,0.939735,0.351298,1.381867,0.219449,0,0,0.06535,0.263071,1.347303,-0.083333,0,0,0
1,1,0,2,3,-4,3.231,-2.992,2.137,-2.652,0,0,1,0,0,0,0,0,1,0,0.97841,0.760618,1.018297,0.914557,0.460417,0.378186,0.4248,0.594239,3.345359,1.561869,1.106324,0.745073,1.497554,0.142173,0.631879,0.148301,0.247315,0.736438,0.347024,-0.6875,0,0,0
0,2,0,1,0,-2,1.877,-3.648,1.892,-2.553,0,0,0,0,0,0,0,0,0,0,1.018668,0.623357,0.921188,1.043276,0.327839,0.830955,0.295423,0.65111,4.530333,1.066184,0.378409,0.477157,0.088092,0.470503,0.140958,0.330928,0.081863,0.371561,0,-0.21994,3,0,1
0,0,0,0,0,0,0.811,-2.422,0.096,-3.308,0,0,0,1,0,0,1,0,0,0,0.492128,0.310683,0.298878,0.426458,0.196905,0.322187,0.21723,0.363033,1.670376,0.803504,1.200622,0.050193,0.466245,0.03244,0.04802,0.024296,0.35176,0.188352,0,-0.125,0,0,0
0,0,1,0,0,0,2.712,-0.839,1.38,-2.59,0,0,0,0,0,0,0,1,0,1,0.497737,0.500613,0.469686,0.533426,0.495715,0.247073,0.27517,0.688688,1.836423,1.758728,0.296497,0.261147,0.88127,0.167618,0.518024,0.030216,0,0.032616,0.044697,-0.83428,0,0,0
0,0,0,0,1,0,2.067,-1.689,1.654,-1.293,0,0,0,0,0,0,0,0,0,1,0.570271,0.41382,0.394882,0.514073,0.602827,0.306662,0.246653,0.773202,1.615899,1.587756,0.494286,0.097412,0.001072,0,1.440562,0,0.259689,0.573951,0.654167,-0.041667,0,0,0
5,0,1,0,2,0,4.705,-4.337,1.152,-7.542,0,0,0,0,0,0,0,1,0,3,1.195979,0.961851,0.809231,0.982143,0.590673,0.94426,0.708061,1.469553,3.8111,2.330165,1.614007,0.264799,1.897665,1.027955,0.433683,0.115027,1.625329,1.477779,2.665774,-0.354167,0,0,3
2,3,1,2,2,-2,1.08,-4.33,1.898,-3.434,1,0,0,1,0,0,0,0,1,0,1.304771,0.79761,1.471956,1.349078,0.636653,0.760002,0.620952,0.867687,5.295484,1.751321,2.480747,0.169779,1.421778,1.245735,0.695965,0.287498,0.068473,0,1.997024,-0.458333,0,0,0
0,0,0,0,0,0,0.685,-3.229,0.148,-2.378,0,0,0,0,0,0,0,0,0,0,0.609612,0.271369,0.522277,0.619275,0.146388,0.4763,0.193304,0.275833,2.390635,0.586285,0.362575,0.27194,0,0.504474,0.09152,0.256299,0.519006,0,0,-0.550694,0,0,1
0,2,0,2,0,-4,2.204,-3.897,1.5,-3.443,1,1,2,1,0,2,1,1,2,1,1.283284,0.58779,1.235557,1.494963,0.421796,0.682682,0.423231,0.549656,4.38093,1.596772,0.317941,1.997732,2.104746,0.097534,0.623325,0.607107,0.588534,0.723015,0.754067,-1.277679,0,0,0
0,1,0,1,0,-2,1.86,-3.131,1.427,-2.609,0,0,0,1,0,0,0,0,2,0,0.998751,0.433365,0.743938,0.791687,0.366112,0.388854,0.371176,0.828235,2.724149,1.356814,1.780867,0.242778,2.067347,0,0,0,0.703519,0,0.666667,-2.20506,0,0,0
0,1,0,1,0,0,1.229,-2.434,1.139,-3.476,0,1,0,2,0,1,0,0,2,0,0.971746,0.587642,0.487534,0.680711,0.698928,0.356221,0.338864,0.601883,2.505187,1.43564,0.629687,0.357361,0.661396,0.767992,0,0,0.506055,0.620584,0.142978,-0.80625,2,0,0
0,3,1,2,0,-9,2.826,-4.961,1.481,-11.281,1,0,0,0,0,1,0,0,2,0,1.378478,0.917774,1.095139,1.177301,0.887703,0.956994,0.463762,0.886591,4.359311,2.492674,2.851944,0.212925,2.395434,0.478986,0,0.885615,0.268857,0.449601,0.266369,-0.655441,0,0,0
2,2,1,2,2,-8,2.862,-3.303,1.062,-5.326,2,1,2,2,1,2,0,1,2,1,0.78274,0.605083,1.075682,0.931489,0.58971,0.500481,0.367038,0.670799,3.049681,1.892043,1.954943,0.438745,2.002772,0.053112,0.212135,0,1.488798,0.166457,0.777778,-1.21875,0,0,1
0,0,0,0,0,0,0.393,-1.818,0.079,-1.327,0,0,0,0,0,0,0,0,0,0,0.488485,0.273855,0.40867,0.426515,0.255839,0.234564,0.230943,0.255752,1.662268,0.769672,0.084105,0,0.364433,0.056755,0,0,0.011294,0,0.5625,-0.166667,0,0,0
2,1,2,1,1,-2,1.517,-7.978,4.43,-2.669,0,1,0,0,0,0,0,0,1,0,0.730418,0.887073,0.769889,0.715608,0.728559,0.402768,0.384355,0.727392,2.923333,2.358508,0.643001,1.658376,0.088092,2.717664,1.281395,2.793608,0.387188,0,0.662847,-0.125,0,0,0
1,1,1,0,2,0,3.257,-3.181,5.314,-3.676,0,0,0,0,0,0,0,0,0,0,1.860934,0.850053,1.89639,1.70808,0.757243,0.838574,0.677829,1.220169,6.305619,2.227192,0.594253,0.179352,1.556089,0.946021,1.489321,0.195306,0.89981,0.166457,1.451786,-0.394634,0,0,0
0,0,0,0,0,0,4.807,-2.471,0.39,-3.535,0,1,0,0,0,1,0,0,1,0,0.679362,0.485045,0.404355,0.4504,0.64816,0.322549,0.344158,0.59689,2.373765,1.663153,0.291537,1.583889,0.197979,0.069442,0,0,0.920711,0.686545,0.229167,-0.291667,0,0,0
1,0,1,0,2,-4,0.638,-3.973,1.219,-3.715,0,0,0,0,0,0,0,0,0,0,1.279085,0.481884,1.116359,1.057584,0.258669,0.735028,0.448772,0.422383,3.661836,1.079801,1.602357,0,1.121086,0.335567,0.231239,0,0,0,1.694464,-0.25,0,0,0
3,1,2,0,5,0,5.362,-2.172,4.754,-2.175,0,0,0,0,1,0,0,0,0,1,0.931311,1.055268,0.62527,0.822021,1.315403,0.434129,0.767696,1.081437,3.384123,3.844076,0.575311,0.739377,0.817735,0.081643,1.070989,0.028663,1.292145,1.642827,1.632887,-0.703761,0,0,0
0,1,0,1,0,-3,1.69,-2.618,1.549,-2.322,0,1,0,1,0,1,0,0,1,0,0.686273,0.631423,0.612585,0.65544,0.521549,0.48573,0.527398,0.592984,3.365537,1.551287,0.096609,0.169779,0.088092,0.705796,0.262363,0,0,3.567855,0.732933,-0.416667,0,0,1
2,2,1,2,2,-2,3.88,-1.615,0.592,-3.482,1,0,0,1,0,0,0,0,2,0,1.123544,0.556863,1.098969,1.255851,0.499049,0.50985,0.520218,0.98398,3.902981,1.755785,1.387705,0.184839,2.098089,0.031683,0,0,0.264532,0.176117,1.089583,-0.933333,0,0,1
1,0,0,0,0,0,1.657,-4.558,1.142,-5.592,0,1,0,0,0,0,0,0,0,0,1.661006,1.236948,0.968897,1.246051,0.686278,0.784401,0.688705,1.782204,5.047975,2.563639,0.65059,1.231841,0.52984,0.968466,0,0.060431,1.79225,0.95477,0.43125,-0.666667,0,0,0
3,0,2,0,2,0,2.722,-4.318,1.13,-5.717,1,1,0,0,1,0,1,2,0,3,1.017592,1.361803,1.070145,1.018862,1.084439,0.691208,0.577336,2.193362,4.407399,3.905853,1.618522,0.455748,1.105323,0.654994,0.952871,0.234705,0.107765,2.355101,0.844792,-0.2625,0,0,0
2,2,2,1,2,-2,2.913,-6.945,2.739,-5.278,1,0,0,0,0,1,0,0,1,0,1.383714,1.261336,1.057056,1.226409,1.572933,0.726137,1.47182,1.365545,5.153599,3.376473,1.483384,0.703721,1.613081,0.126651,0.322639,0.734109,2.012671,0.212318,1.449463,-1.731548,0,0,1
2,0,0,0,2,0,1.431,-1.581,2.205,-2.137,0,0,0,0,1,0,0,1,1,1,0.643291,0.610012,0.623638,0.679043,0.292956,0.381581,0.334326,0.455485,2.569362,1.099465,0.133313,0.388329,0.275415,1.201333,1.210392,0.329568,0.54618,0.00966,1.052083,-0.1875,0,0,0
0,2,0,2,0,-4,3.718,-0.637,0.428,-5.82,0,0,2,0,0,0,0,0,2,0,0.657266,0.607012,0.407448,0.81229,0.512859,0.330093,0.400887,0.671394,2.162352,1.578566,0.996841,0,3.31678,0.031683,0.683025,0.69756,0,1.635412,0.208333,0,0,0,0
0,0,0,0,0,0,1.787,-4.017,3.292,-3.752,0,0,0,0,0,0,0,1,0,0,0.766711,0.875309,0.82493,0.907499,0.548291,0.553664,0.441014,0.777711,3.296352,2.295939,1.000256,0.104808,0.640117,0.424577,0.435413,0.278196,0.599501,0.134473,0.355835,-0.495183,0,0,0
1,3,1,1,2,0,1.889,-5.001,1.768,-4.406,0,1,0,0,0,0,0,0,1,0,1.266786,0.931698,0.858523,1.063344,0.783094,0.705499,0.697439,1.151965,4.97001,2.468902,1.941451,0.134808,0.465703,0.347729,0,0.336607,0.245034,1.457592,1.589079,-0.3125,0,0,0
0,0,0,0,3,0,1.641,-1.365,0.776,-1.317,0,1,0,0,0,0,0,0,0,0,0.256637,0.129892,0.511957,0.296649,0.1039,0.114891,0.101205,0.151216,1.174607,0.432869,0,0.380929,0.088092,0.792858,0.34387,0.024296,0.247315,0.151293,0,-0.041667,0,0,1
0,0,0,0,0,0,0.881,-1.621,1.743,-0.641,0,0,0,0,0,0,0,1,0,0,0.33237,0.440266,0.206029,0.303755,0.275341,0.212047,0.156072,0.301064,1.124841,1.017723,0.242562,0.673778,0,0.866544,0.329921,0,0.134887,0,0.541667,-0.041667,0,0,0
1,0,1,1,5,0,3.057,-2.177,1.414,-4.146,0,0,0,0,0,0,0,0,0,0,1.416112,0.870749,1.566338,1.339775,0.796285,0.548248,0.656613,0.771905,4.670822,1.896193,0.587512,0.938478,0.422496,0.598213,0.541332,0,1.53809,0.690621,1.252936,-0.125,0,0,0
2,1,2,1,6,0,3.666,-3.804,4.166,-3.136,1,0,1,0,2,1,0,0,1,2,1.148523,0.712203,1.054562,1.148272,0.470871,0.767082,0.435239,0.737939,5.044467,1.730184,0.546697,0,0.280811,0.194948,1.518735,0,0.119498,1.581654,3.304167,-1.239583,0,0,2
1,0,1,0,2,0,3.066,-1.852,1.499,-2.352,0,0,0,0,0,0,0,0,0,0,0.605455,0.743026,0.531239,0.583381,1.146147,0.364445,0.387136,0.965258,2.344958,2.082385,0.077965,0.353189,0.592722,0.056755,0.893691,0.387395,0.503177,0.166457,0.071875,-0.166667,0,0,0
1,0,0,0,0,0,1.41,-1.769,0.778,-2.399,0,0,1,0,0,0,0,0,1,0,0.714547,0.627268,0.445061,0.778149,0.667054,0.254031,0.460406,0.872537,2.196342,1.716396,0.644875,0.065286,0.651732,0.053112,0.353279,0.320492,0.13351,0.149111,0.271644,-0.041667,0,0,1
0,2,0,1,0,0,5.001,-2.005,2.518,-1.669,0,0,0,0,0,0,1,1,0,0,0.931329,0.736496,0.633087,1.034519,0.592453,0.363107,0.5244,1.062505,3.567588,2.135534,0.575311,1.262037,0.578015,0.145024,0.901963,0.104624,0.825126,0.207212,0.330692,-0.310821,0,0,0
0,0,0,2,0,-6,1.26,-9.026,4.063,-6.656,0,0,0,1,0,0,0,0,0,0,2.844793,0.735885,2.173351,2.988874,0.426855,2.078301,0.864189,0.82872,7.719213,1.476657,1.62283,0.803796,2.566608,0.852002,0.447943,1.025271,1.755768,0.151293,0.291667,-1.247718,0,0,0
2,0,0,0,0,0,1.445,-2.374,4.048,-1.514,0,0,0,0,0,0,0,0,0,0,0.850621,0.617631,0.828881,0.826061,0.483278,0.350686,0.400592,0.528918,3.046934,1.239387,1.736606,0,0.801992,0.317972,0.0398,0.041455,0.027491,0,0.179298,-1.394724,0,0,0
2,0,0,0,3,-4,3.902,-5.756,2.23,-5.205,0,0,1,0,0,0,0,0,1,0,1.686412,1.06205,1.207269,1.219098,0.702086,0.993516,0.411321,1.449542,4.760753,2.602219,1.495566,0.00408,1.093616,0.086888,0,0.210224,0.753736,1.580543,0.127083,-0.59375,0,0,2
1,0,0,0,0,0,3.503,-2.805,1.284,-2.698,0,0,0,0,0,0,0,0,0,1,0.806681,0.596759,0.715513,1.017991,0.497909,0.480595,0.371312,0.736074,3.580321,1.627405,1.009992,0,0.41871,0.156123,0.099135,0.142332,0.182653,0.166457,0.95744,-0.375,0,0,0
0,0,0,0,0,0,2.646,-2.532,1.064,-1.581,0,1,0,0,0,0,0,1,0,1,0.54677,0.335955,0.52763,0.50986,0.242774,0.325465,0.176169,0.583866,2.452286,1.04791,0.439945,0.353189,0.472524,0,0,0,1.008166,0,0.0625,-0.926488,0,0,0
0,1,0,1,0,-2,2.781,-1.689,0.141,-6.558,1,0,0,0,0,0,0,0,1,0,0.928579,0.575589,0.666489,0.907972,0.298846,0.361277,0.430502,0.690481,3.249185,1.265,1.002008,0.582116,2.385188,0.095761,0,0,0.349252,0.135098,0.128392,-1.064583,0,0,0
0,0,0,0,0,0,2.036,-1.751,0.053,-1.763,0,0,0,0,0,0,0,0,0,0,0.394273,0.468443,0.156098,0.298271,0.462194,0.190215,0.221421,0.652155,1.178357,1.454262,0.554447,0,0.312489,0.095761,0,0,0.06535,0.332915,0.069923,-0.083333,0,0,1
1,1,1,2,2,-8,2.664,-5.905,2.867,-4.71,2,2,1,2,1,1,3,2,2,2,1.173856,0.569218,0.959886,1.210374,0.390791,0.822164,0.358143,0.579155,3.789171,1.4404,0.957084,0.666382,0.253518,0.751219,2.162833,0.338786,0.784642,0.400146,0.802327,-0.208333,0,0,1
0,0,0,1,0,-4,2.215,-4.662,1.865,-7.094,0,0,0,0,0,0,0,0,0,0,2.132246,0.568885,1.329449,1.922727,0.468315,1.671272,0.370635,0.843454,5.109128,1.724121,0.772566,0.433884,3.761553,2.056336,0,0.491778,0.096332,0,0,-0.510417,0,0,1
0,0,0,0,0,0,3.915,-6.116,2.394,-4.586,0,0,0,0,0,0,0,1,0,0,1.539542,1.081064,1.258137,1.341811,0.719656,0.721588,0.652102,1.229224,5.837391,2.648238,0.696497,0.603489,0.156421,0.483547,0,0,0.596252,0.192841,0.690237,-0.708333,0,0,1
1,1,0,1,0,-4,1.366,-2.308,1.715,-2.748,1,0,1,0,0,0,0,0,1,0,1.045315,0.878048,0.485069,0.750193,0.617298,0.344828,0.484034,1.045064,2.805603,2.08335,1.191035,0.300674,0.476646,0.248663,0.619082,0.255162,0.297754,0.746344,1.30653,-0.794508,0,0,0
0,2,0,2,0,-3,1.069,-2.018,0.099,-3.064,1,1,1,1,0,1,1,0,1,0,0.692328,0.525718,0.303108,0.592886,0.409242,0.276865,0.432786,0.610508,2.055113,1.329376,0.386248,0.329802,0.357691,0.032744,0,0.456093,0.19921,0.324524,0.734144,-1.167262,0,0,0
1,0,0,0,1,0,2.519,-2.011,0.015,-4.039,0,0,0,0,0,0,0,0,0,0,0.998313,0.755807,0.579848,0.740867,0.568449,0.544024,0.39328,0.918739,3.403792,1.896195,0.793488,0,0.50267,0.048041,0,0.118897,0,0.825261,0.089583,0,0,0,0
1,1,0,1,0,-1,3.616,-3.998,0.765,-5.733,0,0,0,0,0,0,0,0,1,0,1.192252,1.026407,0.770557,0.870963,0.78296,0.532398,0.656812,1.131046,3.856863,2.873589,0.823553,0.470989,3.360106,0.205628,0,0.537255,0.143602,0.649155,0.878392,-1.170833,0,0,1
1,0,1,0,2,0,4.273,-0.798,4.384,-2.457,0,1,0,0,1,0,1,1,0,2,0.447971,0.775587,0.522686,0.505457,0.647325,0.240794,0.351721,0.9738,1.833027,2.422625,1.293264,0.404387,1.632918,0.433037,0.714508,0,1.118179,0.373669,0.977576,-0.048656,0,0,0
1,0,2,0,2,0,2.908,-3.791,3.82,-3.307,0,1,0,0,1,0,1,2,0,2,0.791175,0.780402,0.638963,0.765949,0.728002,0.383059,0.360244,0.839184,2.920253,2.537463,0.149937,1.608953,0.974828,0.590538,1.116918,0.242529,1.24312,0.016332,0.481127,-0.132746,0,0,0
1,1,0,0,2,-2,1.636,-3.636,0.516,-5.67,1,0,1,1,0,2,1,0,2,1,0.855623,0.621456,0.997117,0.991455,0.390865,0.603569,0.435454,0.638061,4.012079,1.642152,0.852115,2.302498,1.274774,0.939858,0.816765,0.424228,0.100327,1.054664,0.881897,-1.887297,0,0,1
0,1,0,0,6,0,3.034,-2.384,1.237,-4.07,0,0,0,0,0,0,0,0,0,1,0.94288,0.614698,1.105707,0.768813,0.35144,0.438276,0.539444,0.45777,4.00494,1.094529,0.518136,0.88269,0.691807,0.341721,0.321155,0,1.345278,0,0,-1.105357,0,0,1
0,0,0,1,0,0,0.38,-2.951,1.908,-1.19,1,0,0,1,0,0,0,0,1,0,0.324668,0.154094,0.43138,0.417081,0.092131,0.243433,0.104559,0.191275,1.779978,0.51802,1.109403,0,0.088092,0,0,0.096117,0.442419,0,0.171875,-1.041071,0,0,0
2,0,2,0,2,0,3.342,-2.623,3.203,-2.966,0,0,0,0,0,0,0,0,0,0,1.359681,0.975014,1.030463,1.028913,0.757741,0.577195,0.616804,0.999208,3.65378,2.2935,0.672327,0.140278,1.664081,0.720366,0,0.709136,1.433459,0.247906,2.553939,-0.16369,0,0,1
0,3,0,3,0,-5,5.203,-2.479,0.952,-6.026,3,0,1,2,0,2,0,0,3,0,0.84848,0.519556,0.834643,0.894974,0.54126,0.405689,0.31111,0.895938,2.910052,1.913122,0.825527,0.628016,2.163261,0,0.124434,0.466414,0.35283,1.886927,0.135417,-0.4375,0,0,0
0,1,0,1,0,-2,1.457,-5.025,2.74,-4.856,0,0,0,0,0,0,0,0,1,0,0.959517,0.614196,0.9949,0.89554,0.40935,0.492114,0.311168,0.60287,3.601159,1.752761,2.32485,1.686105,0.746341,0.75244,0.605574,0.239189,0.448324,0.183602,0.583333,-2.34256,0,0,1
0,2,0,1,3,-3,1.791,-4.407,1.618,-4.236,1,0,1,1,0,1,0,0,1,0,0.859826,0.644009,0.735075,0.814579,0.372399,0.479032,0.350495,0.583867,3.504964,1.360006,0.940789,0.45952,0.550726,0.214518,0.067023,0.072921,0.943165,0.072686,0.153256,-2.72008,0,0,0
1,0,1,0,1,0,2.238,-2.182,1.827,-2.231,0,1,0,0,1,0,0,1,0,2,0.76684,0.625099,0.534463,0.634793,0.502524,0.350098,0.520034,0.557559,2.56993,1.046923,1.424532,0.409489,0.298324,0.135814,0.649595,0.38332,1.139644,0,0.398958,-0.019697,0,0,0
0,0,0,0,2,0,1.305,-1.705,1.643,-1.739,0,0,0,0,0,0,0,0,0,1,0.307532,0.695576,0.149939,0.311241,0.780998,0.172506,0.380169,0.397092,0.890866,1.254959,0.649973,0.670608,0.08315,1.659046,1.350843,0.163345,0.210305,0,0.338011,-0.135096,2,0,0
1,1,1,1,3,-3,2.916,-3.526,2.295,-4.803,1,1,1,0,1,1,1,1,1,1,0.871532,0.601082,0.794221,0.862767,0.366237,0.536162,0.445269,0.641102,3.337773,1.088034,1.63377,0.207429,1.374305,0.272524,1.103597,1.198355,0.500102,0,2.655563,-1.20625,0,0,0
3,0,2,0,3,0,4.99,-2.856,5.069,-2.429,0,2,0,0,2,0,1,1,0,2,0.885376,0.991773,0.867164,0.958984,0.845943,0.532677,0.667482,1.067642,3.475223,2.380152,0.020153,1.983605,0.566874,0.337457,2.263302,0.401535,1.376087,1.697892,1.96875,-0.125,0,0,0
1,1,1,1,0,-3,2.97,-6.636,4.216,-2.786,0,1,0,0,1,1,0,0,1,3,0.972974,0.600439,0.806446,0.964403,0.389707,0.593333,0.489287,0.60728,3.611157,1.318612,1.68061,0.639233,0.715734,0.274226,0.614389,0.625116,1.836981,0.123916,0.447011,-1.646776,0,0,1
1,0,0,0,0,0,1.673,-4.872,2.772,-5.557,0,0,0,0,0,0,0,0,0,0,1.120816,1.16447,0.900751,1.27268,0.612733,0.569679,0.518152,1.099689,4.64518,2.887744,1.907641,0.593429,0.695303,1.60106,0,0,0.493728,0.474501,1.099703,-0.75,0,0,0
1,0,1,1,3,-4,1.476,-4.344,2.516,-2.484,0,0,0,0,1,0,0,0,0,1,1.574515,0.460048,1.381232,1.008514,0.427567,0.677913,0.357463,0.604991,4.211447,1.341349,1.152849,1.267607,0.564547,0.753716,1.000559,0.16047,0.158185,0.331603,2.1,-0.287202,0,0,0
4,0,3,0,9,0,5.326,-2.716,3.232,-5.376,0,2,0,0,1,0,1,1,0,1,1.032421,0.986076,0.969661,1.07994,1.174416,0.636006,0.674067,1.284244,3.885485,3.348501,0.854949,0,0.907842,0,0.660053,0.171142,2.067604,0.290635,4.610293,-0.325,0,0,1
0,1,0,1,0,-2,9.94,-9.48,4.243,-14.677,0,0,0,0,0,0,0,1,0,0,2.107846,2.150064,1.475629,1.925887,1.944622,1.013864,1.188891,3.671081,8.155957,7.238001,5.321819,2.048901,1.981287,0.9401,0.337652,0.714164,2.128756,1.848859,0.863331,-0.554167,0,0,0
5,0,2,0,10,0,4.022,-3.442,3.401,-4.759,1,2,0,0,2,0,1,3,0,3,1.105916,0.802484,0.880054,0.939117,1.161687,0.701458,0.435266,1.502742,4.15993,3.359206,0.762188,0,1.038053,0.616094,1.965382,0.835351,1.029196,2.106209,3.866964,-0.125,0,0,0
0,1,0,0,0,-1,3.157,-1.952,1.2,-2.563,0,0,0,0,0,0,0,0,0,0,0.662916,0.357903,0.710468,0.753004,0.356328,0.314629,0.267669,0.34392,2.909513,0.785461,0.616847,0.81269,0.676086,0.099539,0,0.274672,1.473637,0.04487,0.266347,-1.385768,0,0,0
1,1,0,1,0,-3,0.516,-2.256,0.131,-3.51,1,0,1,0,0,0,0,0,1,0,0.315157,0.118259,0.336141,0.279885,0.073921,0.212922,0.081226,0.152138,1.257588,0.395353,0.308119,0.692579,1.407565,0,0,0.00834,0,0.723015,0.160417,-0.06875,0,0,1
2,0,0,0,2,0,5.017,-2.098,2.721,-2.959,0,0,0,0,2,1,0,2,0,3,0.973539,0.917773,0.821812,0.95953,0.694265,0.451605,0.548026,1.155384,3.333561,2.666848,1.040001,1.742798,0.5388,0.180556,2.059061,0.640132,1.454316,0.896785,1.589484,-0.125,0,0,1
2,0,1,0,3,0,3.402,-2.303,3.623,-2.696,0,2,0,0,1,0,1,1,0,1,1.03256,0.73529,0.878666,0.991765,0.541335,0.434686,0.693843,0.710257,3.716261,1.595987,1.92525,1.422185,0.351647,1.458101,0.963907,0.20243,1.091117,0.207212,4.194172,-0.194231,0,0,0
0,0,0,0,0,0,0.38,-0.928,0.181,-0.884,0,0,0,0,0,0,0,0,0,0,0.276426,0.115022,0.330434,0.250963,0.097483,0.193458,0.099364,0.134384,1.305923,0.374788,0.053517,0,0.088092,0,0.099135,0,0.148809,0,0,-0.125,0,0,0
3,0,3,0,3,0,3.3,-2.68,4.11,-3.544,0,1,0,0,1,1,1,1,1,2,0.771487,1.185398,0.57942,0.640751,0.466244,0.420614,0.377164,0.976812,2.964759,2.400536,0.4946,1.238805,0.214327,1.817331,1.061941,0.635319,0.8476,0.894446,3.149313,-1.359921,0,0,0
0,0,0,0,0,0,1.437,-2.508,1.496,-2.331,0,0,0,0,0,0,0,0,0,0,0.583767,0.644555,0.389379,0.57569,0.829528,0.376916,0.308869,1.272931,1.94009,2.142335,0.547498,0,1.014723,0.009392,0.863395,0.089078,0.527047,0.09642,0.03125,-0.041667,0,0,0
1,1,0,0,0,0,2.407,-3.236,0.917,-5.139,0,0,0,0,0,0,0,0,0,0,1.00894,1.149224,0.63909,0.805321,0.894816,0.421294,0.619949,1.033287,3.868994,2.939101,2.208314,0.27497,0.207403,0.2527,0.099135,0.143642,0.588336,0.377493,0.246796,-1.436218,0,0,0
1,0,0,0,1,0,5.321,-2.195,1.13,-6.178,0,1,0,0,1,0,0,1,0,2,0.815543,0.585351,0.84616,0.924484,0.618063,0.456692,0.352276,0.6479,3.617832,1.750022,0.637269,0.248852,1.407828,0.118335,1.354031,0.315263,1.346919,2.60389,1.857161,-0.041667,0,0,1
1,0,0,0,0,0,2.116,-5.462,4.719,-3.27,0,0,0,0,0,0,0,0,0,1,1.475979,0.955008,0.807198,1.17018,0.679805,0.783703,0.649976,0.904718,5.11808,2.022816,1.206411,1.97114,0.01499,1.197597,0.822062,1.049696,2.226674,0.251849,0.822619,-0.904861,0,0,0
3,2,1,2,2,-4,1.275,-6.483,2.182,-4.385,0,0,0,0,0,0,0,0,0,0,1.934218,0.549494,1.670925,1.828685,0.352248,2.375619,0.611918,0.531156,5.615769,1.199838,0.266842,0.475619,0.773794,0,0.271164,3.296618,0.203836,0.09886,2.669048,-1.386905,0,0,0
0,0,0,0,0,0,1.716,-2.409,0.939,-2.819,0,0,1,0,0,0,0,0,1,0,0.871373,0.527186,0.631096,0.672212,0.494098,0.479928,0.304398,0.625914,3.260776,1.187817,0.866979,0.631354,0.335178,0.878943,0,0,0.936377,0,0.19499,-0.105655,0,0,0
1,1,1,1,0,0,3.662,-0.589,3.685,-5.151,1,1,0,0,0,0,1,0,1,0,0.333762,0.266502,0.36687,0.292454,0.156044,0.177125,0.114996,0.40595,1.108404,0.739784,0,0.47389,0.823682,0.878874,0.692377,0,1.535698,1.213221,0.041667,0,0,0,0
0,0,0,0,0,-2,0.38,-3.137,0.78,-1.975,0,0,0,1,0,1,0,0,1,0,0.281904,0.329331,0.107041,0.256529,0.175357,0.174883,0.109275,0.269356,0.661468,0.561219,0.303277,0.179352,0,0.051236,0.082539,1.025193,0.189032,0,0,-0.458333,0,0,0
0,1,0,0,0,0,2.248,-7.224,2.124,-5.635,0,0,1,0,0,0,0,1,1,0,1.335391,0.979495,1.184173,1.289509,0.609064,0.930345,0.670333,1.197062,5.388917,2.177305,1.646713,0.034976,0.52074,0.55609,0.017656,0.725492,1.57573,0.325679,0.4375,-1.899986,0,0,1
1,0,1,0,3,0,1.55,-3.366,2.388,-2.938,0,0,0,0,1,0,0,1,0,2,0.982148,0.611131,1.200329,0.82878,0.465599,0.402695,0.402782,0.782362,3.307068,2.091359,1.099443,0.725178,1.774316,1.062209,0.11294,0.142382,1.188448,0.09642,0.542988,-0.505952,0,0,1
0,3,0,1,0,-3,3.313,-4.663,1.186,-4.526,1,0,0,1,0,0,0,0,1,0,1.039934,0.41054,0.587425,0.913762,0.460541,0.873139,0.29895,0.519778,3.345991,1.309807,0.744828,0.087211,1.348423,0.024853,0.150211,0.226178,0,1.475154,0.48488,-1.13325,0,0,1
0,0,0,1,0,-2,1.341,-4.32,2.169,-3.502,0,0,0,0,0,0,0,0,0,0,1.242178,0.755027,1.007289,1.055514,0.473548,0.590943,0.336357,0.795055,4.549335,1.771347,0.476709,0.086239,0.260332,1.198674,0,0,1.661799,0.072686,0.083333,-0.3875,0,0,0
